CreditScore,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,engagement_score,login_frequency,purchase_count,support_tickets,previous_campaign_response,treatment,outcome,Geography_Germany,Geography_Spain
667,0,40,1,146502.07,1,1,0,19162.89,39,2,7,4,1,0,0,0,1
663,1,44,2,117028.6,2,0,1,144680.18,55,4,15,2,0,0,1,1,0
584,0,30,8,112013.81,1,1,0,177772.03,15,14,2,5,0,0,0,1,0
626,0,37,6,108269.37,1,1,0,5597.94,46,10,12,3,0,0,0,0,1
485,1,29,7,182123.79,1,1,0,116828.51,33,5,3,6,1,1,1,0,0
659,0,32,3,150923.74,2,0,1,174652.51,55,10,17,2,0,0,1,1,0
649,1,33,2,0.0,2,1,0,2010.98,62,4,1,3,0,1,0,0,0
805,0,39,5,165272.13,1,1,0,14109.85,69,2,19,2,1,1,1,0,1
716,0,39,10,115301.31,1,1,0,43527.4,72,7,14,2,1,1,1,1,0
642,0,40,6,129502.49,2,0,1,86099.23,94,10,16,1,1,0,1,1,0
659,1,31,4,118342.26,1,0,0,161574.19,41,10,9,3,1,1,1,0,0
545,0,47,5,0.0,2,1,1,38970.14,96,2,0,1,1,1,0,0,1
543,1,22,8,0.0,2,0,0,127587.22,42,1,5,4,0,0,1,0,0
718,0,25,7,0.0,2,1,0,30380.12,76,14,2,2,0,0,1,0,0
840,0,43,7,0.0,2,1,0,90908.95,27,5,18,2,0,1,1,0,0
630,0,34,9,106937.05,2,1,0,138275.01,34,12,6,5,1,1,1,1,0
643,1,59,3,170331.37,1,1,1,32171.79,63,13,12,3,1,1,0,1,0
654,0,32,1,114510.85,1,1,1,126143.23,67,1,12,3,0,1,1,1,0
582,1,39,5,0.0,2,1,1,129892.93,76,1,16,2,0,1,1,0,0
659,1,32,3,107594.11,2,1,1,102416.84,55,1,0,4,0,0,1,0,1
762,1,39,2,81273.13,1,1,1,18719.67,33,6,13,5,1,0,1,0,1
568,0,32,7,169399.6,1,1,0,61936.22,41,9,2,5,0,0,1,0,1
670,1,25,6,0.0,2,1,1,78358.94,56,10,13,3,1,0,1,0,1
613,0,45,1,187841.99,2,1,1,147224.27,95,13,0,0,1,0,1,0,0
539,1,30,0,0.0,2,1,0,160979.66,32,11,15,5,0,0,1,0,0
850,0,57,8,126776.3,2,1,1,132298.49,75,12,9,2,0,1,1,0,1
522,1,34,9,126436.29,1,1,0,174248.52,36,1,12,4,1,0,0,0,1
737,1,41,1,101960.74,1,1,1,123547.28,11,5,3,4,0,1,1,0,0
520,1,58,3,0.0,2,0,1,32790.02,99,9,8,2,0,1,1,0,0
706,1,28,3,0.0,2,0,1,181543.67,26,14,13,4,0,1,1,0,1
643,0,45,2,150842.93,1,0,1,2319.96,42,9,3,3,1,1,1,1,0
648,0,50,9,102535.57,1,1,1,189543.19,18,1,9,6,1,0,1,0,0
443,0,29,9,99027.61,2,1,0,10940.4,52,8,7,4,1,1,1,1,0
640,1,68,9,0.0,2,1,1,199493.38,57,1,2,3,0,0,0,0,0
628,0,33,3,0.0,1,1,1,188193.25,48,8,6,4,1,1,1,0,1
540,0,42,9,87271.41,2,1,0,172572.64,51,1,9,4,1,1,1,1,0
460,0,35,8,102742.91,2,1,1,189339.6,35,12,2,3,1,0,0,1,0
636,1,34,2,40105.51,2,0,1,53512.16,59,5,1,2,1,1,1,1,0
593,0,29,2,152265.43,1,1,0,34004.44,34,8,14,5,0,1,1,0,0
801,1,42,4,141947.67,1,1,1,10598.29,33,6,8,4,1,1,1,0,1
640,0,75,1,106307.91,2,0,1,113428.77,22,9,14,5,0,0,0,1,0
611,1,31,0,107884.81,2,1,1,183487.98,69,1,16,1,1,1,1,1,0
802,1,31,1,125013.72,1,1,1,187658.09,16,9,6,5,1,0,1,1,0
717,1,35,7,58469.37,2,1,1,172459.39,66,1,19,2,0,0,0,1,0
769,0,39,8,0.0,1,0,1,21016.0,45,10,17,4,0,1,1,0,0
745,1,45,10,117231.63,3,1,1,122381.02,54,10,14,2,0,1,0,1,0
572,1,35,4,152390.26,1,1,0,128123.66,29,3,17,6,0,0,1,0,1
629,0,30,2,34013.63,1,1,0,19570.63,74,1,11,3,1,0,1,0,1
687,0,39,2,0.0,3,0,0,188150.6,17,3,7,4,0,1,0,0,1
483,0,50,9,0.0,2,1,1,111020.24,25,12,1,5,1,0,1,0,0
690,1,36,7,101583.11,2,1,0,123775.15,23,11,1,5,0,0,1,0,0
492,0,30,10,77168.87,2,0,1,146700.22,85,13,4,2,0,0,1,1,0
709,1,28,8,124695.72,2,1,0,145251.35,96,2,0,1,1,1,1,1,0
705,1,44,3,105934.96,1,1,0,82463.69,24,2,3,6,0,1,0,1,0
560,0,66,9,0.0,1,1,1,15928.49,75,9,5,2,0,1,1,0,0
611,1,46,6,0.0,2,1,0,45886.33,41,8,12,4,0,0,1,0,1
730,1,62,2,0.0,2,1,1,186489.95,96,1,18,0,1,1,1,0,1
709,0,45,2,0.0,2,0,1,162922.65,72,12,10,2,0,1,1,0,1
544,0,21,10,161525.96,2,1,0,9262.77,95,14,12,1,0,0,1,0,0
712,0,29,7,147199.07,1,1,1,84932.4,60,4,7,3,0,0,0,1,0
752,1,38,3,183102.29,1,1,1,71557.12,34,13,6,3,1,1,1,1,0
648,1,46,9,127209.0,2,1,0,77405.95,67,1,12,1,1,0,0,0,1
556,1,38,8,0.0,2,0,0,417.41,72,1,0,3,1,1,0,0,1
594,0,24,0,97378.54,1,1,1,71405.17,71,12,5,2,0,0,0,0,1
645,0,37,2,136925.09,2,0,1,153400.24,31,12,6,3,1,1,1,1,0
557,1,33,3,54503.55,1,1,1,371.05,67,4,15,2,0,1,0,0,0
547,1,32,8,155726.85,1,1,0,67789.99,67,2,14,1,1,0,1,1,0
701,0,39,9,0.0,2,0,1,145894.9,95,3,19,2,0,1,1,0,0
616,0,66,1,135842.41,1,1,0,183840.51,58,11,1,3,1,1,0,0,0
605,1,52,1,63349.75,1,1,0,108887.44,61,9,15,3,1,1,1,0,0
593,0,38,4,129499.42,1,1,1,154071.27,51,2,16,4,0,0,0,1,0
751,1,52,8,0.0,2,0,1,179291.85,79,4,14,1,0,1,1,0,1
443,1,36,6,70438.01,2,0,1,56937.43,24,1,2,4,0,1,1,0,1
685,1,23,8,0.0,2,1,1,112239.03,63,2,3,2,1,0,0,0,0
718,1,36,9,0.0,1,1,0,45909.87,69,5,11,6,1,1,1,0,0
538,0,49,9,141434.04,1,0,0,173779.25,17,14,4,5,0,0,1,0,1
611,0,37,4,0.0,2,1,0,125696.26,62,10,16,2,0,1,0,0,1
668,1,37,10,152958.29,2,1,1,159585.61,69,1,5,4,0,1,1,1,0
537,0,41,3,138306.34,1,1,0,106761.47,14,11,9,6,1,0,1,1,0
709,1,23,10,0.0,2,0,0,129590.18,77,7,17,2,0,0,1,0,1
850,1,38,1,0.0,2,1,1,80006.65,15,4,9,4,1,0,0,0,0
745,0,31,3,124328.84,1,1,1,140451.52,56,6,5,1,1,1,1,0,1
693,0,41,9,181461.48,3,1,1,187929.43,64,8,5,3,1,1,0,1,0
795,1,35,8,0.0,2,1,0,167155.36,49,13,19,3,1,0,0,0,1
626,1,26,8,0.0,2,0,0,191420.71,61,6,14,2,1,0,1,0,1
487,0,61,5,110368.03,1,0,0,11384.45,25,14,3,5,1,1,0,1,0
556,0,39,9,89588.35,1,1,1,94898.1,22,2,15,6,0,0,0,0,0
643,0,46,6,0.0,2,0,0,106781.59,39,1,7,3,0,1,1,0,0
605,0,28,6,0.0,2,0,0,159508.52,28,8,6,5,0,1,0,0,0
756,0,60,3,115924.89,1,1,0,93524.19,26,8,18,5,1,1,1,1,0
586,0,38,2,0.0,2,1,0,87168.46,72,9,16,3,1,1,1,0,0
535,1,40,7,111756.5,1,1,0,8128.32,28,6,12,4,0,1,0,1,0
678,0,35,4,0.0,1,1,0,125518.32,67,12,14,3,1,1,1,0,0
596,1,39,9,0.0,1,1,0,48963.59,64,1,1,2,1,0,0,0,0
648,1,26,9,162923.85,1,1,0,98368.24,99,14,9,0,1,1,1,0,0
492,1,39,10,124576.65,2,1,0,148584.61,99,9,12,2,0,0,0,1,0
702,1,45,0,80793.58,1,1,1,27474.81,71,12,17,2,0,0,1,0,0
486,0,40,9,71340.09,1,1,0,76192.21,32,13,10,3,0,1,1,1,0
568,1,40,1,99282.63,1,0,0,134600.94,18,14,12,4,0,1,0,1,0
619,1,57,3,137946.39,1,1,1,72467.99,21,3,18,3,1,1,1,1,0
724,1,41,2,127892.57,2,0,1,199645.45,10,11,4,3,0,0,0,1,0
548,0,33,0,101084.36,1,1,0,42749.85,67,6,2,3,0,0,1,1,0
545,0,37,8,114754.08,1,1,0,136050.44,10,10,18,2,1,0,1,1,0
683,1,33,8,0.0,1,0,0,73564.44,43,13,12,4,0,1,1,0,0
762,0,51,3,99286.98,1,0,1,85578.63,57,10,4,3,0,1,1,0,0
627,0,30,4,79871.02,2,1,0,129826.89,98,11,11,1,0,1,1,1,0
516,1,35,10,104088.59,2,0,0,119666.0,10,12,13,5,1,1,1,0,0
800,0,38,2,168190.33,2,1,0,68052.08,25,14,5,4,0,0,0,0,0
464,0,42,3,85679.25,1,1,1,164104.74,70,9,8,2,0,1,1,1,0
626,0,35,3,0.0,1,0,0,80190.36,73,11,16,3,1,1,1,0,0
790,0,31,9,0.0,2,1,0,84126.75,72,13,7,4,1,0,0,0,0
534,0,34,7,121551.58,2,1,1,70179.0,78,3,12,3,1,1,1,0,0
745,1,46,2,122220.19,1,1,1,118024.1,31,5,4,5,1,0,1,0,0
553,1,47,3,116528.15,1,0,0,145704.19,76,13,16,2,0,1,1,0,1
748,0,26,1,77780.29,1,0,1,183049.41,85,14,2,2,1,0,1,0,0
722,1,37,2,0.0,1,0,0,120906.83,35,5,5,5,0,1,0,0,0
501,1,40,4,125832.2,1,1,1,100433.83,25,10,13,3,0,0,1,0,0
675,0,38,6,68065.8,1,0,0,138777.0,60,7,14,2,1,0,0,0,0
778,0,47,6,127299.34,2,1,0,124694.99,95,4,13,1,1,1,1,0,1
494,0,38,7,174937.64,1,1,0,40084.32,66,11,10,2,1,0,1,1,0
850,1,40,9,0.0,2,0,1,119232.33,38,4,10,2,1,1,1,0,0
592,1,31,7,110071.1,1,0,0,43921.36,87,7,8,3,1,0,1,0,1
590,0,44,3,139432.37,1,1,0,62222.81,78,9,5,2,1,1,0,0,1
758,0,39,6,127357.76,1,0,1,56577.0,56,11,14,3,0,1,1,0,0
506,1,36,5,0.0,2,1,0,164253.35,71,4,11,4,0,1,0,0,0
733,1,33,3,0.0,1,1,1,7666.73,78,4,5,2,0,0,1,0,0
711,1,38,3,0.0,2,1,0,68487.51,85,6,0,3,0,1,1,0,0
514,1,43,1,95556.31,1,0,1,199273.98,25,6,15,3,0,0,0,1,0
637,1,37,8,0.0,1,1,1,186062.36,99,7,19,0,1,1,1,0,1
468,1,29,1,111681.98,2,1,1,195711.16,99,1,14,1,1,0,1,1,0
539,1,39,3,0.0,2,1,0,36692.17,57,13,1,5,0,1,1,0,0
509,0,25,3,108738.71,2,1,0,106920.57,94,11,16,3,0,1,0,0,1
662,0,32,4,133950.37,1,1,1,48725.68,48,14,2,4,1,0,1,0,0
818,1,26,4,0.0,2,1,1,167036.94,42,3,2,2,1,1,1,0,1
608,1,33,9,89968.69,1,1,0,68777.26,32,9,4,4,1,0,1,0,0
850,0,32,9,0.0,2,1,1,18924.92,19,6,16,5,1,1,1,0,1
816,0,38,5,130878.75,3,1,0,71905.77,78,6,16,4,1,0,0,1,0
536,1,35,8,0.0,2,1,0,64833.28,43,5,19,2,1,0,0,0,0
753,1,35,3,0.0,2,1,1,184843.77,61,11,5,3,0,0,0,0,0
631,1,27,10,134169.62,1,1,1,176730.02,19,3,0,5,0,1,1,0,1
703,1,37,1,149762.08,1,1,0,20629.4,28,11,6,5,0,0,1,0,0
774,1,26,2,93844.69,1,1,0,28415.36,67,5,14,1,1,0,1,0,0
785,1,28,8,0.0,2,1,0,77231.27,10,14,6,5,1,1,1,0,0
571,0,33,1,0.0,2,1,0,102750.7,78,1,18,3,1,0,0,0,0
621,1,46,6,141078.37,1,0,0,34580.8,13,3,19,5,0,0,1,1,0
605,0,31,1,117992.59,1,1,1,183598.77,25,4,10,3,1,1,1,1,0
611,0,40,8,100812.33,2,1,0,147358.27,33,5,13,3,0,1,0,0,0
569,1,38,7,0.0,1,1,1,108469.2,89,10,12,2,1,1,1,0,0
658,1,29,4,80262.6,1,1,1,20612.82,11,9,19,4,1,1,1,0,0
788,1,34,6,156478.62,1,0,1,181196.76,41,4,8,3,1,0,1,0,1
525,0,23,5,0.0,2,1,0,160249.1,93,3,8,2,0,1,1,0,0
798,1,37,8,0.0,3,0,0,110783.28,33,10,15,4,1,0,1,0,0
486,1,37,9,115217.99,2,1,0,144995.33,21,1,11,6,1,0,0,1,0
615,1,61,9,0.0,2,1,0,150227.85,59,13,9,2,1,0,0,0,1
730,0,35,0,155470.55,1,1,1,53718.28,44,10,5,2,0,1,1,0,0
641,1,37,7,0.0,2,1,0,75248.3,42,6,17,3,1,1,1,0,0
542,1,39,3,135096.77,1,1,1,14353.43,42,7,1,2,0,1,1,0,0
692,1,30,2,0.0,2,0,1,130486.57,70,10,19,3,1,0,0,0,0
714,0,55,9,180075.22,1,1,1,100127.71,60,8,8,1,1,1,0,1,0
591,1,29,1,97541.24,1,1,1,196356.17,52,12,18,4,0,1,1,0,1
710,0,41,2,156067.05,1,1,1,9983.88,21,1,5,5,1,0,1,0,0
639,0,38,4,81550.94,2,0,1,118974.77,76,12,1,2,0,1,1,0,0
531,0,47,6,0.0,1,0,0,194998.34,74,4,14,1,0,1,1,0,0
673,0,38,2,170061.92,2,0,0,134901.34,42,11,16,4,0,0,0,0,0
765,1,36,8,92310.54,2,1,1,72924.56,49,5,15,2,1,0,1,1,0
622,0,32,6,169089.38,2,1,0,101057.95,83,2,7,1,1,1,0,0,0
806,1,40,5,80613.93,1,1,1,142838.64,52,1,9,3,0,0,1,0,0
757,1,26,8,121581.56,2,1,1,127059.04,53,8,9,4,1,1,0,1,0
570,0,58,8,0.0,1,0,1,116503.92,38,6,17,5,0,1,0,0,0
555,1,32,4,0.0,2,1,1,54405.79,22,5,9,4,0,1,1,0,1
692,1,54,5,0.0,2,1,1,88721.84,21,13,8,4,0,0,0,0,0
774,1,60,5,85891.55,1,1,0,74135.48,55,9,18,5,1,0,0,0,0
638,1,44,9,77637.35,2,1,1,111346.22,11,13,0,7,0,1,1,0,1
543,0,41,4,0.0,1,0,0,194902.16,44,11,3,5,1,0,1,0,1
584,1,31,5,0.0,2,1,0,31474.27,96,13,2,1,1,0,1,0,0
691,1,30,7,116927.89,1,1,0,21198.39,90,11,9,2,1,0,0,1,0
684,0,40,6,137326.65,1,1,0,186976.6,99,2,11,1,1,0,1,1,0
733,1,22,5,0.0,2,1,1,117202.19,17,10,17,5,0,0,1,0,0
599,0,37,2,0.0,2,1,1,143739.29,35,12,19,3,0,0,0,0,1
524,0,31,10,67238.98,2,1,1,161811.23,83,8,5,2,0,1,1,1,0
632,0,38,6,86569.76,2,1,0,98090.91,99,11,1,2,0,1,1,1,0
735,1,34,5,0.0,2,0,0,71095.41,43,14,9,4,1,1,1,0,1
734,1,34,6,133598.4,1,1,1,13107.24,16,10,1,3,0,0,1,0,0
605,0,51,3,136188.78,1,1,1,67110.59,77,13,8,2,1,1,1,0,0
793,1,38,9,0.0,2,1,0,88225.02,67,9,9,5,0,1,1,0,1
468,0,56,10,0.0,3,0,1,62256.87,84,1,1,1,0,1,0,0,0
779,1,37,7,120092.52,2,1,0,135925.72,38,7,7,4,1,1,1,1,0
698,1,48,4,101238.24,2,0,1,177815.87,45,8,16,1,0,1,1,0,0
707,1,58,6,89685.92,1,0,1,126471.13,98,3,16,1,1,0,1,0,0
850,0,35,1,211774.31,1,1,0,188574.12,30,14,3,5,0,0,1,0,0
850,1,56,7,131317.48,1,1,1,119175.45,45,4,17,3,0,0,1,0,0
527,1,37,5,93722.73,2,1,1,139093.73,19,13,11,5,0,0,1,0,1
696,1,32,8,101160.99,1,1,1,115916.55,82,3,16,1,1,1,1,1,0
661,1,48,3,120320.54,1,0,0,96463.25,33,7,8,5,0,1,1,0,0
776,0,31,2,0.0,2,1,1,112349.51,73,9,18,1,0,1,1,0,0
701,1,43,2,0.0,2,1,1,165303.79,58,3,13,4,1,0,1,0,0
610,1,26,8,0.0,2,1,0,166031.08,45,13,13,4,1,1,1,0,0
572,0,48,3,152827.99,1,1,0,38411.79,91,6,16,2,1,0,0,1,0
673,1,30,1,64097.75,1,1,1,77783.35,33,8,1,2,1,0,1,0,0
519,0,57,2,119035.35,2,1,1,29871.79,32,6,7,3,1,1,1,0,1
702,0,26,4,135219.57,1,0,1,59747.63,71,2,4,3,1,1,1,0,1
729,1,32,6,93694.42,1,1,1,79919.13,46,13,6,2,0,1,1,0,0
543,1,35,10,59408.63,1,1,0,76773.53,21,7,15,6,0,0,1,0,1
550,0,40,7,114354.95,1,1,0,54018.93,64,2,15,3,0,1,0,0,0
608,1,59,1,0.0,1,1,0,70649.64,22,2,16,3,0,1,1,0,0
639,1,35,10,128173.9,2,1,0,59093.39,32,2,6,5,1,1,1,1,0
686,1,34,9,0.0,2,1,0,127569.8,98,11,19,1,1,1,1,0,1
564,0,62,5,114931.35,3,0,1,18260.98,39,1,7,3,0,0,0,1,0
745,0,28,1,111071.36,1,1,0,73275.96,26,14,7,6,0,0,1,1,0
833,1,37,8,151226.18,2,1,1,136129.49,71,11,10,1,1,1,1,0,0
622,1,26,9,0.0,2,1,1,153237.59,93,1,14,0,1,0,1,0,0
597,0,42,4,64740.12,1,1,1,106841.12,98,14,17,1,1,0,1,0,0
721,1,51,0,169312.13,1,1,0,109078.35,95,7,5,0,1,0,0,0,1
504,0,49,7,0.0,3,0,1,87822.14,22,13,11,4,1,0,1,0,0
842,0,44,2,112652.08,2,1,0,126644.98,68,14,14,4,0,0,1,0,1
587,1,38,0,0.0,2,1,0,47414.15,28,14,5,4,0,1,1,0,0
479,0,30,7,143964.36,2,1,0,41879.99,58,14,17,2,1,0,1,1,0
508,1,49,7,122451.46,2,1,1,75808.1,21,12,19,4,1,0,0,0,0
749,1,24,1,0.0,3,1,1,47911.03,70,5,8,2,0,1,1,0,0
721,0,36,3,65253.07,2,1,0,28737.78,28,11,7,4,1,1,1,1,0
674,1,47,6,106901.94,1,1,1,2079.2,85,3,13,5,0,1,1,1,0
685,0,25,10,128509.63,1,1,0,121562.33,18,1,18,5,1,1,1,0,1
417,1,34,7,0.0,2,1,0,55003.79,80,11,18,2,1,0,1,0,0
574,1,33,3,129834.67,1,1,0,193131.42,37,10,7,5,1,0,0,1,0
590,0,51,3,154962.99,3,0,1,191932.27,87,6,1,1,0,1,0,0,1
587,1,40,5,138241.9,2,1,0,159418.1,61,11,3,3,1,0,1,1,0
598,1,41,3,91536.93,1,1,0,191468.78,92,1,5,2,1,1,0,1,0
741,1,53,3,0.0,2,1,1,38913.68,25,9,2,5,1,0,0,0,1
850,0,70,5,0.0,1,1,1,705.18,78,2,2,3,0,0,1,0,1
584,0,29,7,105204.01,1,0,1,138490.03,21,1,18,6,0,0,1,1,0
650,1,61,1,152968.73,1,0,1,82970.69,34,12,10,5,1,0,0,0,1
607,1,36,8,158261.68,1,1,1,76744.72,61,7,9,3,1,0,1,0,1
509,0,46,1,0.0,1,1,0,71244.59,94,6,11,3,0,0,1,0,0
689,0,38,6,121021.05,1,1,1,12182.15,62,6,13,4,0,1,1,0,1
543,1,36,4,0.0,2,1,1,141210.5,32,14,17,4,0,1,0,0,0
438,0,54,2,0.0,1,0,0,191763.07,25,5,8,3,0,1,0,0,1
687,0,63,1,137715.66,1,1,1,37938.74,66,11,14,3,0,1,0,0,1
737,1,31,5,121192.22,2,1,1,74890.58,48,4,2,4,1,1,1,1,0
761,1,31,7,0.0,3,1,1,166698.18,62,11,10,2,0,0,1,0,0
601,1,44,1,100486.18,2,1,1,62678.53,51,4,9,3,0,1,1,0,0
651,1,45,1,0.0,1,1,0,67740.08,67,3,17,3,1,0,1,0,0
745,1,35,9,92566.53,2,1,0,161519.77,48,10,3,4,1,1,1,0,0
648,0,49,10,0.0,2,1,1,159835.78,23,8,12,4,0,0,0,0,1
848,1,40,3,110929.96,1,1,1,30876.84,14,7,5,4,0,1,1,0,1
546,0,27,8,0.0,2,1,1,14858.1,44,9,12,4,0,1,1,0,0
439,0,32,3,138901.61,1,1,0,75685.97,96,1,19,0,1,0,1,0,1
755,1,30,4,123217.66,2,0,1,144183.1,84,7,4,2,1,1,1,0,0
593,0,41,6,0.0,1,1,0,65170.66,27,10,19,4,1,1,0,0,0
701,1,39,2,0.0,2,1,1,82526.92,85,4,13,0,0,1,1,0,0
701,1,36,8,0.0,2,1,0,169161.46,18,7,12,5,0,1,1,0,1
607,0,33,2,108431.87,2,0,1,109291.39,83,13,13,2,1,1,1,0,1
586,0,57,3,0.0,2,0,1,6057.81,67,12,7,2,1,0,1,0,1
547,0,30,9,72392.41,1,1,0,77077.14,26,1,15,5,1,0,1,1,0
647,0,51,1,119741.77,2,0,0,54954.51,16,5,12,5,1,0,0,1,0
760,0,51,2,100946.71,1,0,0,179614.8,55,3,14,3,1,0,1,0,0
621,1,53,9,170491.84,1,1,0,35588.07,22,5,18,5,1,0,0,0,1
725,1,44,5,0.0,1,1,1,117356.14,49,4,0,4,0,1,0,0,0
526,1,36,1,0.0,1,1,0,160696.72,51,2,1,2,0,0,0,0,0
519,0,47,6,157296.02,2,0,0,147278.43,18,11,17,6,1,0,1,0,1
713,0,38,7,144606.22,1,1,1,56594.36,59,4,18,2,0,1,0,1,0
700,1,38,8,134811.3,1,1,0,1299.75,36,3,7,5,0,0,1,0,0
666,0,34,9,115897.12,1,1,1,25095.03,75,13,2,2,1,0,0,0,0
630,1,32,4,82034.0,1,0,0,146326.45,14,1,13,5,0,0,0,0,1
779,0,26,4,174318.13,2,0,1,38296.21,38,12,8,4,1,0,1,0,1
611,0,41,2,114206.84,1,1,0,164061.6,46,10,7,3,1,1,1,1,0
685,1,43,9,0.0,2,1,0,107811.28,47,8,16,5,1,1,1,0,1
646,1,39,9,111574.41,1,1,1,30838.51,92,5,15,3,0,0,0,1,0
683,0,57,5,162448.69,1,0,0,9221.78,17,4,9,4,0,0,1,1,0
484,0,34,4,148249.54,1,0,1,33738.27,74,10,9,2,1,0,0,1,0
601,0,43,8,0.0,3,0,1,110916.15,95,12,5,1,0,1,0,0,0
762,0,26,7,123709.46,2,1,1,169654.57,26,5,16,4,1,1,1,0,1
687,0,72,9,0.0,1,0,1,69829.4,80,4,15,3,0,0,0,0,0
566,1,30,5,0.0,1,1,0,54926.51,98,3,14,0,0,1,1,0,0
702,1,37,10,150525.8,1,1,1,94728.49,54,5,13,1,1,0,1,0,0
601,1,29,9,0.0,1,1,1,80393.27,13,4,3,4,0,1,1,0,0
699,1,53,4,0.0,2,0,1,111307.98,45,1,3,3,0,0,1,0,0
584,1,28,10,0.0,2,1,0,19834.32,79,12,1,1,0,0,1,0,0
699,1,35,5,0.0,2,1,1,78397.24,40,3,10,4,0,1,1,0,0
698,0,51,2,111018.98,1,1,0,86410.28,28,10,3,4,1,0,0,1,0
495,1,30,10,129755.99,1,0,0,172749.65,70,10,15,2,1,1,1,0,0
650,0,27,6,0.0,2,1,0,1002.39,63,8,3,4,1,1,0,0,0
605,0,64,2,129555.7,1,1,1,13601.79,48,7,0,3,1,0,0,0,0
667,1,38,1,87202.38,1,1,1,77866.91,83,2,18,1,1,0,1,0,1
688,1,26,8,146133.39,1,1,1,175296.76,99,1,1,1,1,0,1,1,0
727,0,31,0,0.0,1,1,0,121751.04,28,3,8,5,1,0,0,0,1
754,1,39,6,170184.99,2,1,0,89593.26,48,5,12,4,0,1,1,0,1
612,0,62,8,140745.33,1,1,0,193437.89,76,10,17,2,0,0,1,1,0
546,1,42,7,139070.51,1,1,1,86945.0,54,11,15,3,1,1,1,0,1
673,0,37,8,0.0,2,1,1,183318.79,22,12,15,5,1,1,1,0,1
593,1,35,9,114193.24,1,1,0,71154.1,67,1,9,4,1,0,0,0,0
656,0,40,10,167878.5,1,0,1,151887.16,29,3,8,4,0,1,1,0,1
535,0,53,5,141616.55,2,1,1,75888.65,81,3,10,2,1,1,1,1,0
678,1,36,3,145747.67,2,0,1,89566.74,70,5,3,3,0,0,1,1,0
477,0,48,2,129120.64,1,0,1,26475.79,48,3,9,3,0,1,0,0,1
850,1,35,7,110349.82,1,0,0,126355.8,10,13,2,6,0,1,1,0,1
427,1,29,1,141325.56,1,1,1,93839.3,12,9,5,5,1,1,1,0,0
752,1,49,2,78653.84,1,1,0,7698.6,86,1,2,4,1,0,0,0,0
649,1,47,1,0.0,2,1,1,145593.85,71,4,8,3,0,1,0,0,0
799,0,28,3,142253.65,1,1,0,45042.56,72,13,2,1,1,1,1,0,1
589,0,61,1,0.0,1,1,0,61108.56,34,13,17,4,0,0,0,0,0
583,0,54,6,115988.86,1,1,0,57553.98,65,10,7,1,1,1,1,1,0
839,0,33,10,75592.43,1,1,0,62674.42,42,10,7,3,1,1,1,0,1
540,1,44,3,164113.04,2,1,1,12120.79,47,4,14,3,0,1,0,1,0
850,1,31,6,67996.23,2,0,0,50129.87,15,1,12,6,0,1,1,0,0
696,0,51,5,0.0,2,1,0,55022.43,67,14,6,2,0,0,1,0,1
660,0,33,1,0.0,2,0,0,117834.91,53,2,18,5,0,0,0,0,1
682,1,48,1,138778.15,1,0,1,168840.23,54,11,7,2,0,1,1,0,0
744,0,43,10,147832.15,1,0,1,24234.11,41,1,9,3,0,0,1,0,0
785,0,36,4,135438.4,1,0,0,190627.01,54,6,16,2,0,1,1,0,0
752,1,48,5,116060.08,1,1,0,156618.38,70,3,0,4,0,0,1,0,1
706,0,29,5,112564.62,1,1,0,42334.38,56,7,12,5,0,0,1,0,0
583,0,27,1,125406.58,1,1,1,110784.42,30,5,12,4,0,1,0,0,0
660,0,39,5,135134.99,1,1,0,173683.0,89,9,15,0,1,0,0,1,0
819,0,39,9,133102.92,1,1,0,27046.46,94,7,8,2,1,0,1,0,0
673,0,34,8,42157.08,1,1,0,20598.59,84,4,9,2,1,1,1,0,0
752,0,30,3,0.0,2,1,1,104991.28,45,5,5,3,1,1,1,0,0
578,1,38,7,82259.29,1,1,0,8996.97,28,5,4,7,1,1,1,0,0
438,0,36,4,0.0,2,1,0,64420.5,29,11,1,6,1,1,0,0,0
652,1,38,6,0.0,2,1,1,145700.22,66,5,10,1,1,0,0,0,0
629,0,49,4,0.0,2,1,1,196335.48,27,10,8,3,0,0,1,0,0
720,1,52,7,0.0,1,1,1,14781.12,56,9,5,3,1,0,0,0,0
668,1,42,3,150461.07,1,1,0,108139.23,58,10,7,2,0,1,1,0,0
459,1,48,4,133994.52,1,1,1,19287.06,23,3,8,4,1,0,0,1,0
729,1,31,8,164870.81,2,1,1,9567.39,24,6,8,4,0,1,1,0,1
498,1,25,8,121702.73,1,1,1,132210.49,40,8,7,3,0,0,1,1,0
549,1,25,6,193858.2,1,0,1,21600.11,10,11,11,6,1,1,1,0,1
601,0,54,1,131039.97,2,1,1,199661.5,63,9,7,4,0,0,1,1,0
544,1,64,9,113829.45,1,1,1,124341.49,12,13,2,5,0,1,0,0,0
751,0,30,6,0.0,2,1,0,15766.1,25,7,12,3,1,1,1,0,0
632,0,41,3,81877.38,1,1,1,33642.21,96,12,18,1,1,1,1,1,0
694,1,57,8,116326.07,1,1,1,117704.65,66,3,1,2,0,1,1,0,1
678,1,31,2,0.0,2,1,1,58803.28,84,1,16,4,0,1,1,0,0
695,1,46,4,0.0,2,1,1,137537.22,21,4,15,5,1,1,1,0,0
